gene_id	transcript_id	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EKVX_LUNG	HOP62_LUNG	HOP92_LUNG	NCIH226_LUNG	NCIH23_LUNG	NCIH322_LUNG	NCIH460_LUNG	NCIH522_LUNG	HCT116_LARGE_INTESTINE	HCT15_LARGE_INTESTINE	HT29_LARGE_INTESTINE	KM12_LARGE_INTESTINE	SW620_LARGE_INTESTINE	SF268_CENTRAL_NERVOUS_SYSTEM	SF295_CENTRAL_NERVOUS_SYSTEM	SF539_CENTRAL_NERVOUS_SYSTEM	SNB75_CENTRAL_NERVOUS_SYSTEM	U251MG_CENTRAL_NERVOUS_SYSTEM	LOXIMVI_SKIN	MALME3M_SKIN	MDAMB435S_SKIN	SKMEL24_SKIN	SKMEL28_SKIN	SKMEL5_SKIN	UACC62_SKIN	IGROV1_OVARY	NIHOVCAR3_OVARY	OVCAR4_OVARY	OVCAR8_OVARY	SKOV3_OVARY	X786O_KIDNEY	ACHN_KIDNEY	UO31_KIDNEY	PC3_PROSTATE	MCF7_BREAST	MDAMB231_BREAST	MDAMB468_BREAST	BT549_BREAST	T47D_BREAST
ENSG00000000419.8	ENST00000371588.5	39.31	65.09	49.74	56.3	69.34	98.8	43.01	74.99	130.23	78.45	67.22	82.68	103.27	98.72	90.85	106.03	117.49	62.98	86.61	75.89	80.7	52.87	65.4	72.5	252.24	50.87	72.64	74.61	66.75	64.81	133.62	91.04	95.59	71.28	125.89	57.94	92.82	63.47	125.4	65.41	100.5	120.63	92.03
ENSG00000002587.5	ENST00000002596.5	0.01	0	0.01	0.02	0.04	0.01	1.61	0	0	5.13	0.06	0	14.04	0.63	4.49	2.6	0.07	0.01	1.23	0.02	1.08	1.44	0	0.03	0.01	0.43	0.34	0.16	0.19	0.38	0.08	0.05	0	1.06	0.05	0.42	0.2	0.38	0.01	2.42	0.62	1.01	0
ENSG00000005893.11	ENST00000200639.4	8.51	8.21	16.06	115.67	22.54	107.17	76.17	31.08	11.82	19.26	13.41	14.45	14.69	15.62	12.78	10.81	7.99	117.77	65.55	127.94	283.31	264.65	14.13	89.71	107.63	118.31	120.34	82.05	42.27	38.79	37.91	22.8	25.37	32.44	33.52	11.06	53.69	29.91	95.18	83.61	69.18	98.45	21.66
ENSG00000005893.11	ENST00000371335.4	30.27	54.16	21.31	120.84	19.76	112.35	76.88	32.29	30.02	24.76	27.98	55.9	22.44	33.78	14.9	11.97	25.15	51.09	76.24	152.69	152.63	187.33	19.86	86.58	81.8	104.93	139.38	113.88	60.81	12.75	54.39	35.19	24	52.5	118.09	38.54	81.07	36.68	36.5	44.65	35.28	123.73	32.07
ENSG00000005893.11	ENST00000434600.2	0.18	2.12	1.76	7.86	3.28	10.7	7.74	5.31	3.81	2.06	2.49	3.11	1.8	1.52	2.99	1.38	1.15	4.44	8.94	5.37	13.72	19.89	4.41	8.56	6.28	9.26	6.61	4.38	1.52	3.31	3.47	1.32	2.25	4.51	4.86	2.08	8.08	1.28	7.44	10.12	5.5	12.94	1.4
ENSG00000006756.11	ENST00000381154.1	1.61	0.2	0.02	0.05	8.71	5.97	23.18	3.56	0.91	0.05	2.44	8.05	1.25	6.89	9.12	5.22	0.34	5.05	8	8.77	14.95	18.87	0.1	9.48	9.98	0.18	4.28	4.91	2.44	4.75	8.98	7.58	0.6	7.75	6.78	7.95	8.94	2.43	19.02	2.45	7.5	3.67	12.88
ENSG00000007541.10	ENST00000026218.5	0.88	4.58	1.48	3.11	5.43	5.86	1.38	2.8	0.57	4.09	1.31	3.15	0.48	1.57	3.37	0.4	1.08	3.85	3.64	3.84	7.68	4.12	1.72	0.12	1.56	1.85	2.74	0.74	2.3	1.31	2.05	6.2	5.9	8.55	1.95	10.62	3.29	6.43	0.32	3.27	1.72	3.72	7.45
ENSG00000007541.10	ENST00000321878.5	4.61	4.51	10.87	3.29	2.87	3.46	3.52	8.53	3.77	5.31	4.79	11.81	2.21	7.45	7.7	5.12	9.5	4.68	14.37	9.65	6.53	17.75	8.96	5.36	9.65	10.68	11.83	9.07	7.31	3.22	10.35	4.46	24.32	15.19	6.65	16.15	14.24	1.84	15.33	7.95	10.56	6.45	14.35
ENSG00000007541.10	ENST00000409527.2	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007541.10	ENST00000470411.2	2.32	1.38	8.68	0.66	1.07	0.58	2.15	1.19	1.78	1.08	1.83	2.69	0.75	2.98	1.46	2.51	2.19	5.65	1.99	1.29	2	1.32	1.99	0.92	1.71	4.49	2.85	2.11	4.63	4.58	0.56	0.48	2.84	2.46	3.31	2.3	1.31	1.76	1.32	1.8	0.55	3.48	1.22
ENSG00000008513.10	ENST00000399640.2	4.74	2.46	8.29	45	17.04	4.3	0.54	5.73	1.27	8.01	14.89	0.07	4.1	0.09	33.81	0.06	0.08	3.15	4.43	3.64	22.21	9.01	9.05	5.19	7.01	7.74	4.83	11.71	11.58	0.95	0.66	8.51	0.13	0.94	3.88	0.17	2.71	21.35	11.16	6.74	19.83	3.7	4.88
ENSG00000008513.10	ENST00000521180.1	0.47	1.5	4.01	34.21	9.3	3.66	0.52	5.97	0.82	9.85	7.95	0	2.88	0.1	23.84	0.03	0	2.1	3.85	2.91	18.27	7.31	5.16	7.25	4.46	6.19	3.86	6.44	3.79	1.05	0.53	5.06	0	1.41	4.06	0.04	4.5	14.81	7.09	5.37	14.28	3.37	3.99
ENSG00000008513.10	ENST00000522652.1	0.01	0	0.16	2.94	0.14	0.07	0	0.14	0.03	0.21	0.52	0	0.48	0	1.37	0	0	0.06	0.14	0.06	0.21	0.17	0.61	0.22	0.27	0.05	0.13	0.42	0	0	0	0.18	0.02	0.2	0	0.04	0.38	0.13	0.42	0.12	0.39	0	0.14
ENSG00000009830.7	ENST00000261534.4	1.14	3.66	1.98	2.65	11.53	3.85	1.71	2.66	7.62	3.05	6.05	5.3	5.78	6.8	3.24	2.05	3.15	6.19	6.18	9.77	10.89	7.42	4.59	9.26	6.93	7.24	5.01	6.82	6.26	5.85	8.73	4.61	5.67	4.75	5.02	4.49	6.31	5.19	7.01	6.48	5.3	4.07	8.75
ENSG00000010404.13	ENST00000340855.6	1.09	8.33	6.32	21.17	10.95	20.4	40.24	8.49	11.83	56.48	11.26	22.3	12.12	11.09	6.41	2.61	7.62	13.32	29.04	21.35	34.14	49.94	12.47	24.42	16.59	23.93	25.94	9.1	10.43	7.5	14.33	10.1	6.33	23.34	30.5	10.54	36.56	14.76	18.75	37.88	22.28	19.36	3.92
ENSG00000010404.13	ENST00000370441.4	0.52	4.87	2.59	6.94	1.98	2.05	12.23	2.77	5.4	13.4	3.6	1.47	2.89	0.26	2.39	0.22	0.45	12.05	5.16	4.05	4.77	8.26	2.4	4.19	7.59	8.44	13.96	4.77	3.91	2.1	1.06	1.53	1.94	1.36	12.41	1.46	2.91	3.21	14.62	8.17	6.41	8.2	0.62
ENSG00000012232.4	ENST00000220562.4	1.07	10.01	4.47	18.48	8.58	8.78	8.8	10.95	8.48	13.51	5.85	11.43	31.19	12.52	1.95	5.29	7.41	23.21	14.4	28.02	26.6	23.83	17.76	15.73	10.07	15.37	10.24	11.53	17.34	34.95	12	6.64	9.07	28.61	11.8	10.54	30	6.7	2.61	11.09	14.44	16.57	5.73
ENSG00000015532.5	ENST00000017003.2	5	5.56	4.72	19.11	7.46	13.34	14.65	11.47	5.76	6.83	10.33	21.96	12.24	13.35	6.75	5.06	2.82	16.23	45	28.78	15.27	21.83	20.7	11.77	5.75	9.72	15.77	17.02	14.6	7.97	28.48	7.51	12.38	28.33	11.91	24.6	20.09	10.91	24.08	7.68	8.38	7.65	46.09
ENSG00000027847.9	ENST00000029410.5	13.48	11.74	11.36	7.91	16.93	27.18	22.61	20.05	9.21	15.87	15.64	22.22	11.06	18.18	11.67	11.66	8.73	39.94	26.46	46.08	30.32	28.75	10.91	9.82	20.77	37.21	32.59	16.22	33.91	14.93	13.9	32.55	11.3	20.3	25.57	14.3	24.67	18.64	22.58	15.86	17.34	14.98	13.41
ENSG00000033011.7	ENST00000262374.5	26.29	7.98	46.75	11.36	27.93	16.15	14.46	20.24	24.09	17.72	28.85	23.9	31.2	31.38	27.42	15.15	34.36	28.02	38.13	23.7	18.97	21.24	19.92	44.13	16.9	28.14	29.07	28.94	19.77	24.68	13.85	9.06	25.77	17.5	30.97	44.82	32.07	21.66	21.48	26.96	12.48	35.89	28.72
ENSG00000033011.7	ENST00000544428.1	0	0.26	0.74	0	0	0.14	0	0.49	0.65	0.38	0	0	0.24	0.23	0.19	0	0.12	0.11	0.3	0.17	0	0	0	0	0.39	0	0.57	0	0	0	0	0.21	0.53	0	0	0.5	0.51	0	0	0.41	0	0	0
ENSG00000033011.7	ENST00000588623.1	0.05	0	0.12	0.03	0.05	0.01	0.01	0.02	0.03	0	0.04	0	0.03	0	0.11	0	0.01	0.03	0.07	0	0	0.15	0.03	0	0.07	0	0.05	0.08	0.06	0.04	0.18	0	0.05	0	0.03	0.21	0.23	0.06	0	0	0	0	0.36
ENSG00000033100.10	ENST00000035307.2	5.84	13.45	19.96	17.11	21.06	25.12	56.81	19.45	15.71	5.22	16.05	20.73	8.92	14.57	15.74	5.82	13.38	41.32	48.96	47.64	41.89	49.41	6.94	46.71	18.39	57.33	9.9	18.28	22.95	24.13	11.11	25.26	17.28	11.18	62.56	42.91	37.96	9.48	12.84	38.23	14.03	30.41	7.7
ENSG00000033170.12	ENST00000360689.5	0.07	0.22	0.49	0.44	0.73	1.66	1.74	0.66	0.44	5.73	0.26	0.62	0.79	0.69	0.09	0.91	0.65	0.34	0.68	0.78	1.41	0.86	0.27	1.47	0.9	1.37	0.43	0.44	1.55	0.51	1.59	1.21	0.74	2.15	0.81	0.33	2.75	3.84	5.05	2.51	0.54	1	0.17
ENSG00000033170.12	ENST00000394586.2	0	0.14	0.18	0.29	0.1	0.22	0.75	0.03	0.11	1.1	0	0.81	0	0	0.01	0.22	0.16	0	0.13	0.08	0.3	0.44	0	0.08	0.29	0.21	0	0.07	2.03	0.21	0.46	0.05	0	0.3	0.04	0.05	0	0.26	2.55	0.18	0	0	0.13
ENSG00000033170.12	ENST00000557164.1	0.15	0.44	1.62	0.88	2.57	5.93	3.74	3.08	0.73	13	1.73	0	1.73	4.34	0.73	4.98	2.12	1.05	5.6	3.86	9.54	4.79	2.06	7.7	10.77	6.99	0.59	1.6	3	3.14	3.09	5.07	4.46	10	1.32	2.5	2.26	9.44	11.65	9.84	0.67	1.3	1.72
ENSG00000038002.4	ENST00000264595.2	8.42	12.44	1.56	31.91	15.21	10.09	14.02	4.49	1.44	9.78	10.66	6.8	2.16	2.73	3.84	10.05	6.22	6.13	4.42	27.72	22.35	15.83	2.93	42.1	18.6	19.66	34.68	35.63	13.19	6.32	15.83	4.67	0.04	12.49	5.98	11.88	17.51	9.92	16.92	11.37	11.99	4.66	12.8
ENSG00000040531.10	ENST00000046640.3	1.99	5.77	8.24	6.65	12.78	5.01	6.38	5.5	7.6	4.49	4.42	6.13	6.68	5.88	3.28	2.94	5.23	16.53	4.43	9.25	8.75	11.23	5.69	24.95	10.39	7.45	8.67	14.84	6.31	18.72	4.9	4.1	9.57	3.3	3.62	7.94	7.55	7.06	4.87	6.43	4.83	6.75	6.65
ENSG00000040531.10	ENST00000381870.3	0.4	1.16	2.63	1.25	0.54	0.64	1.26	0.91	1.4	0.69	0.37	0.17	1.71	2.02	0.3	0.43	1.21	2.38	0.81	1.27	1.04	0.4	0.42	3.82	2.41	0.84	0.9	0.72	1.53	2.9	0.52	0.84	1.15	0.1	0.36	0.29	1.22	0.68	1.03	0.86	1.66	0.75	1.57
ENSG00000049860.9	ENST00000261416.7	4.8	90.01	50.45	130.77	40.65	105.11	125.1	131.27	38.89	54.01	77.85	79.61	70.53	66.46	49.81	67.67	31.06	92.01	206.36	181.48	236.23	112.57	69.2	123.49	64.48	198.76	207.21	209.86	145.45	111.05	87.44	38.95	39.81	56.94	51.99	81.68	134.79	27.27	78.52	80.01	42.64	183.1	59.51
ENSG00000054983.12	ENST00000261304.2	0.64	12.6	0.05	38.91	8.84	8.58	10.39	1.05	6.03	10.61	86.51	11.47	0.1	12	0	0.1	0.25	2.31	5.89	12.8	10.5	0.35	19.26	20.09	3.96	39.29	1.37	9.09	8.08	0.15	15.67	2.11	0.66	3.1	0.05	3.55	10.91	0.39	9.65	8.47	0.05	5.74	8.59
ENSG00000054983.12	ENST00000393568.4	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0.08	0	0.03	0	0	0	0	0	0.12	0	0	0	0	0	0	0
ENSG00000054983.12	ENST00000393569.2	0	0	0	0.16	0	0	0	0	0	0.19	0.3	0	0	0.12	0	0	0.02	0.05	0	0	0	0	0.05	0	0	0.04	0	0.03	0	0	0.06	0	0.03	0.07	0	0	0	0.04	0.07	0	0	0	0.08
ENSG00000054983.12	ENST00000544807.2	0	0.21	0	0.57	0	0.08	0.06	0	0.05	0.15	0.84	0.05	0	0	0	0	0.02	0	0	0.08	0	0	0.17	0.06	0.08	0.29	0	0.08	0.02	0	0	0	0	0	0	0	0	0	0	0.16	0	0.16	0
ENSG00000062096.10	ENST00000359361.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	12.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000062096.10	ENST00000381127.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000064225.8	ENST00000265261.6	1.55	0	5.32	0	0.05	0.46	0.38	0.19	0.11	0.07	0.04	0.02	0.45	0	0.14	0	0.06	0.23	0.21	0.3	0.44	0.23	0.51	3.95	3.79	1.38	3.96	4.11	2.59	0.14	0.17	0.76	0.07	0.44	0.15	0.41	0.37	0.87	0	0.44	0.21	0.04	0.05
ENSG00000064225.8	ENST00000394162.1	0	0	0	0	0.15	0	0	0	0	0	0.01	0.01	0.73	0	0.04	0	0	0	0	0	0.94	0	0	0	0	0	0	0	2.53	0.28	0.3	0.42	0.04	0	0.11	0	0.66	1.07	0	0	0.32	0	0
ENSG00000064225.8	ENST00000483910.1	6.64	0	20.49	0	0.08	2.16	1.16	0.66	0.38	0.06	0	0	2.52	0	0.16	0	0	5.55	0.31	1.74	2.97	0.31	2.89	15.54	20.52	4.98	22.12	25	19.15	0.44	0	3.21	0.36	0.57	0.21	0	1.54	3.88	0	2.48	0.82	0	0
ENSG00000064601.12	ENST00000191018.5	65.18	13.44	40.02	31.86	56.67	17.23	249.96	21.67	66.86	84.48	25.19	57.13	53.18	37.9	35.82	19.66	21.58	156.14	45.33	120.09	251.12	79.26	29.91	387.3	77.41	139.39	85.56	285.38	146.13	95.66	57.42	35.64	26.33	39.13	113.51	72.74	68.78	106.87	29.69	64.52	38.11	96.13	47.05
ENSG00000064601.12	ENST00000372459.2	0	1.78	0.96	0.42	5.65	4.49	27.6	7.62	10.15	5.45	2.73	2.03	2.58	2.54	2.22	1.45	4.05	20.87	17.12	23.83	17.19	5.65	3.6	11.89	11.12	7.89	6.14	19.55	10.62	4.81	4.44	3.24	2.05	4.03	11.92	11.61	13.95	5.02	3.86	10.43	3.67	19.17	3.92
ENSG00000068001.9	ENST00000357750.4	0.88	0	0.34	0	2.29	0	0	0.7	0	2.61	0.07	4.13	10.45	14.6	7.3	0.34	7.77	4.19	0	2.93	1.15	0.22	0	22.22	0	2.63	0.18	0.28	3.7	1.57	2.56	0.7	0.76	1.41	0.1	1.78	3.16	14.19	0.52	1.03	0.43	5.28	0.49
ENSG00000068001.9	ENST00000395139.3	4.28	4.93	9.28	4.18	35.16	21.87	29.9	11.51	19.43	33.37	16.39	77.08	24.24	22.74	11.33	13.23	16.93	28.15	32.17	41.79	46.09	32.05	21	62.02	21.11	27.06	41	40.81	24.05	42.97	51.22	19	37.41	36.63	20.2	26.42	47.2	27.9	12.76	21.46	20.31	45.85	21.22
ENSG00000068001.9	ENST00000442581.1	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0.35	0	0	0.52	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000068001.9	ENST00000447092.1	0.05	0.02	0.2	0.14	0.9	0.51	0.25	0.17	1.03	0.49	0.15	2.08	1.06	0.92	0.28	0.2	0.62	0.46	0.52	0.27	0.44	0.29	0.19	0.65	0.31	0.13	0.21	0.57	0.36	0.55	1.26	0.26	0.53	0.28	0.23	0.19	0.37	1.35	0.19	0.24	0.36	0.57	0.43
ENSG00000069943.5	ENST00000164305.5	4	5.07	5.58	16.24	11.22	6.79	5.53	8.89	2.16	4.92	6.98	8.1	4.7	11.56	4.86	2.95	4.57	3.72	8.99	13.35	9.62	12.55	5.48	11.53	18.2	7.67	5.47	8.09	6.62	2.09	8.03	2.77	3.12	7.42	9.11	8.4	8.61	5.28	6.66	4.89	5.06	5.39	7.65
ENSG00000070526.10	ENST00000156626.7	0	12.55	0	0	0	0	0	0.02	0	7.31	0.03	0	0	0	0.37	5.71	0	0	0	0	0.03	0	0	0.6	0	0.01	0	0.64	0	1.35	6.49	5.46	0	0	0	0	0.07	0	0	0.26	0.03	0	0.05
ENSG00000070614.10	ENST00000261797.6	7.98	9.44	4.09	4.35	34.75	24.15	29.12	43.43	5.84	17.52	9.8	19.85	15.64	11.2	2.54	2.38	4.1	48.56	26.28	86.54	50.53	20.66	14.45	19.17	18.9	34.07	46.42	12.05	12.81	19.79	91.05	95.25	31.99	89.14	107.37	56.67	48.12	9.29	10.03	33.1	28.85	56.52	45.43
ENSG00000070731.5	ENST00000225276.5	0.01	0	0.03	0	0.91	0.48	1.8	0.07	0.26	1.56	0.71	6.64	0.83	1.02	0.3	1.17	0.04	0.63	1.33	0.41	6.55	28.82	0.08	56.87	28.47	50.26	29.81	21.75	9.48	0.47	30.29	15.88	0.13	1.07	0.01	0.01	0.29	1.11	6.98	1.5	13.6	0.28	26.51
ENSG00000071073.8	ENST00000264968.3	0.29	0	0.33	0	0.07	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0.25	0	0	0	0	0	0	0	0.2	0	0.13	0	0.05
ENSG00000071073.8	ENST00000393487.1	1.13	0.09	2.68	0.05	0.64	1.2	0.1	0.85	1.98	0.59	0.05	2.61	1.23	6.52	0.15	3	0.03	0.4	0.01	0.61	0.22	0.92	0.24	2.4	0.01	0.13	0.9	1.6	0.41	2.51	1.95	1.45	0.62	2.91	0.07	0.2	0.07	0.52	7.9	0.7	10.79	1.36	2.39
ENSG00000071073.8	ENST00000409391.1	0	0	0.08	0.01	0	0	0.02	0	0.02	0.58	0	0	0	3.5	0	0	0	0.41	0	0.37	0	0	0	0.2	0	0.17	0.44	0	0.88	0	0.05	0	0	0.61	0.1	0.04	0.18	0	6.77	0	0	0	0.35
ENSG00000071073.8	ENST00000414521.2	5.44	0.02	2.24	0	0.62	1.14	0.09	0.41	0.92	0.36	0.06	1.63	0.89	6.11	0.14	1.89	0.03	0.16	0.01	0.38	0.17	0.63	0.17	1.5	0	0.06	0.49	0.89	0.37	1.43	1.51	1.29	0.45	1.49	0.02	0.16	0.08	0.33	2.78	0.54	4.96	0.7	0.83
ENSG00000073849.10	ENST00000169298.3	0	31.82	1.99	0	0.07	1.47	0	0.76	0.41	0	2.62	7.15	2.67	0	1.77	1.52	0.98	0.34	0	2.03	10.87	0.71	0	14.21	11.1	14.1	32.54	16.73	18.54	1.46	9.13	0.1	1.56	6.28	0	0.98	16.02	0.28	0	0	8.21	0.37	7.47
ENSG00000073849.10	ENST00000448044.1	1.37	15.01	0.11	0.1	0.41	0.53	0	0.14	0.3	0.05	0.14	0.73	4.83	0.04	1.27	1.13	3.98	0.12	0.06	0.94	1.87	0.34	0.05	3.83	5.21	3.22	62.35	19.62	31.56	1.1	3.54	0.26	0.34	0.05	0	0	2.41	0.09	0.69	0.1	2.86	0.8	2.22
ENSG00000073849.10	ENST00000457772.2	4.05	16.21	1.15	0.12	0	0.64	0.02	0.3	0.4	0.12	1.01	1.15	0.64	0.05	0.4	1.36	0.92	0.06	0	0.57	3.73	0.4	0	5.87	5.93	4.61	22.69	9.54	37.85	0.17	3.65	0.04	0.57	1.29	0.08	0.38	2.35	0.36	0	0.3	4.24	0.79	4.51
ENSG00000078081.3	ENST00000265598.3	0.02	8.18	0.69	0.07	0.09	0.52	0.13	1.18	0.93	0.05	0.02	8.32	1.39	3.82	0.09	1.48	0.1	0.03	0.01	0.96	0.9	0.04	0	1.09	0.01	0.39	0.43	0.37	0.04	0.2	4.68	3.92	0.43	0.33	0.02	0.15	0.31	2.62	0.04	0.44	1.97	0.16	0.54
ENSG00000078369.13	ENST00000378609.4	91.15	146.8	154.83	243.52	151.82	208.18	139.01	183.01	146.77	124.83	98.06	282.72	209.24	213.29	135.95	79.07	159.15	301.92	175.92	225.85	281.08	202.72	100.13	149.3	99.28	269.51	230.52	116.42	131.88	134.05	265.58	100.03	194.23	258.06	347.36	162.82	175.13	193.21	128.51	202.79	115.7	275.68	93.65
ENSG00000079739.11	ENST00000371083.4	0	0	0	0	0.17	0	0.05	0	0.02	0.03	0.02	0	0	0.03	0.03	0	0	0	0.03	0	0.06	0	0	0.04	0.03	0.18	0	0	0.17	0.07	0	0.2	0	0.16	0	0	0.09	0.03	0	0	0	0	0
ENSG00000079739.11	ENST00000371084.3	8.56	0.17	11.46	36.56	62.56	57.68	57.05	28.9	12.07	28.11	16.23	49.11	28.33	67.42	13.33	18.25	23.45	109.72	31.32	100.5	119.04	58.95	16.65	64.06	35.14	72.27	83.25	53.24	161.44	33.94	21.79	65.23	37.67	102.62	63.91	56.64	41	49.81	3.93	94.72	71.35	39.85	18.27
ENSG00000079739.11	ENST00000540265.1	3.89	0	0.17	0.68	0	0.25	0.29	0.22	0.28	0.61	0.13	0.16	0.1	0	0.14	0	0.11	0.24	0.26	1.18	1.04	0.33	0.05	0.7	0.87	0.49	1.59	0.2	2.28	0.09	0.24	0.19	0.36	0.7	0	0.66	0.43	0.4	0.11	0.46	0.48	0.6	0.05
ENSG00000080189.10	ENST00000243896.2	3.96	4	2.58	3.54	2.3	1.59	4.21	1.67	5.13	5.34	2.2	2.75	2.6	0.97	7.26	4.03	2.77	3.03	1.74	5.69	2.54	3.68	5.64	5.63	4.49	3.05	3.14	4.39	2.81	1.4	8.13	1.98	3.43	2.59	4.74	1.41	5.44	1.03	6.34	3.03	2.6	5.68	3.62
ENSG00000080189.10	ENST00000317734.8	6.58	4.61	4.71	0.91	5.35	3.35	5.57	3.04	6.74	8.1	6.41	4.88	3.36	3.86	8.91	5.84	7.72	5.97	5.62	11.61	5.52	7.59	9.01	5.4	7.9	7.47	3.03	7.31	4.55	4.28	12.68	4.26	4.37	4.73	6.28	4.16	5.49	4.81	7.48	4.78	5.4	8.23	9.04
ENSG00000080189.10	ENST00000372227.1	0	0.2	0	0	0	0.1	0	0	0	0.1	0.17	0	0	0	0.11	0.4	0.16	0.1	0.09	0.22	0	0.08	0	0.3	0.15	0	0	0.07	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15
ENSG00000080189.10	ENST00000372230.5	17.73	17.36	14.99	9.77	5.25	8.5	13.83	9.14	20.92	13.79	14.01	11.42	9.09	10.22	17.85	15.16	12.45	14.17	13.6	29.83	20.8	18.4	21.61	14.87	24.54	18.63	10.57	17.14	20.89	8.89	17.78	11.81	8.93	10.89	26.56	9.83	21.18	12.16	12.13	17.62	16.18	19.03	21.28
ENSG00000080189.10	ENST00000543605.1	0.4	0.97	0.48	0.11	1.65	1.23	2.49	1.99	1.35	2.47	1.17	0	4.71	2.5	1.71	1.02	4.02	1.36	3.18	6.17	2.07	1.96	2.49	3.55	1.5	2.39	1.02	3.2	2.34	1.06	1.53	3.16	2.98	2.95	8.72	1.79	0	1.27	2.07	1.66	2.91	1.73	4.08
ENSG00000085998.9	ENST00000371984.3	4.01	23.94	19.48	19.4	55.07	51.09	40.45	29.18	35.05	34.49	24.65	66.87	34.8	33.73	16.51	20.3	19.83	64.61	45.38	41.44	53.5	86.03	32.49	56.45	39.29	88.13	78.52	52.49	58.8	15.49	30.87	41.12	28.22	46.6	62.32	31.79	41.56	36.62	22.81	41.69	44.6	44.43	24.37
ENSG00000085998.9	ENST00000371992.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0
ENSG00000086062.8	ENST00000379731.4	7.43	21.81	11.49	37.47	121.81	44.21	59.84	27.08	12.29	72.53	25.73	18	22.75	38.08	19.89	14.37	6.56	49.03	70.09	142.05	134.7	66.51	38.16	28.99	21.41	25.28	30.29	26.73	10	55.58	63.13	35.97	18.89	25.26	90.96	27.23	43.47	14.72	38.51	53.42	31.67	193.44	104.49
ENSG00000086848.10	ENST00000398006.2	0.2	3.14	1.81	3.07	1.13	0.74	0.99	1.63	1.46	1.16	0.67	1.06	1.2	1.47	0.49	0.55	1.13	1.66	1.17	1.6	1.97	2.28	1.67	1.23	2.28	1.8	0.49	0.99	0.32	0.93	0.36	0.58	0.72	1.2	1.31	0.94	1.45	0.94	0.36	2.13	1.54	1.93	2.26
ENSG00000086848.10	ENST00000531154.1	1.37	1.08	2.19	3.82	0.74	1.48	1.28	1.1	0	2.42	0.81	2.38	3.46	0.73	0	0.69	0.89	0.2	0.35	2.83	1.53	0.17	0.26	2.64	0.76	2.6	1.76	0.18	2.37	0.77	1.42	1.75	1.53	0.22	0.53	1.27	2.03	1.59	1.12	3.1	1.59	2.34	0.23
ENSG00000088035.11	ENST00000263440.4	5.48	2.99	6.52	5.99	4.05	5.95	3.57	3.21	4.14	4.85	1.68	7.36	6.13	6.62	2.52	3.8	1.33	2.41	4.13	7.14	13.52	2.87	2.89	6.09	2.92	8.41	9.2	3.57	17.43	6.95	5.31	5.09	4.03	8.26	6.51	3.95	4.58	3.09	2.59	5.84	8.78	6	3.12
ENSG00000089597.12	ENST00000346178.4	11.64	105.45	111.39	70.14	49.99	80.9	71.1	57.46	41.34	93.27	65.52	77.64	95.75	106.77	82.85	31.97	90.71	167.34	67.09	124.5	141.9	91.82	81.23	49.75	29.1	191.92	56.5	50.11	79.49	168.35	98.91	79.03	107.15	97.11	61.13	68.24	129.46	83.14	80.08	72.37	60.38	170.96	129.62
ENSG00000089597.12	ENST00000356638.3	0.13	94.15	100.5	154.23	61.59	115.96	128.78	83.87	55.09	122.23	58.22	87.23	86.84	157.8	100.48	6.81	87.5	189.86	100.95	96.32	179.8	117.8	94.17	72.49	37.92	234.95	69.35	64.13	13.9	95.67	67.22	19.99	78.02	132.46	131.6	84.15	133.88	71.33	115.41	146.9	78.62	132.37	91
ENSG00000095380.10	ENST00000210444.5	73.29	173.22	60.84	70.45	48.3	61.93	78.91	103.03	45.04	61.69	87.43	62.24	46.27	105.85	104.1	99.44	65.16	146.64	116.5	66.37	130.01	57.91	50.09	87.05	121.41	36.44	91.12	69.26	100.45	50.32	58.98	100.73	123.41	86.48	111.59	48.9	65.99	49.72	90.17	122.29	121.5	92.63	130.82
