gene_id	transcript_id	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EKVX_LUNG	HOP62_LUNG	HOP92_LUNG	NCIH226_LUNG	NCIH23_LUNG	NCIH322_LUNG	NCIH460_LUNG	NCIH522_LUNG	HCT116_LARGE_INTESTINE	HCT15_LARGE_INTESTINE	HT29_LARGE_INTESTINE	KM12_LARGE_INTESTINE	SW620_LARGE_INTESTINE	SF268_CENTRAL_NERVOUS_SYSTEM	SF295_CENTRAL_NERVOUS_SYSTEM	SF539_CENTRAL_NERVOUS_SYSTEM	SNB75_CENTRAL_NERVOUS_SYSTEM	U251MG_CENTRAL_NERVOUS_SYSTEM	LOXIMVI_SKIN	MALME3M_SKIN	MDAMB435S_SKIN	SKMEL24_SKIN	SKMEL28_SKIN	SKMEL5_SKIN	UACC62_SKIN	IGROV1_OVARY	NIHOVCAR3_OVARY	OVCAR4_OVARY	OVCAR8_OVARY	SKOV3_OVARY	X786O_KIDNEY	ACHN_KIDNEY	UO31_KIDNEY	PC3_PROSTATE	MCF7_BREAST	MDAMB231_BREAST	MDAMB468_BREAST	BT549_BREAST	T47D_BREAST
ENSG00000173950.11	ENST00000310380.6	2.79	10.49	5.33	2.34	11.44	12.64	5.73	8.12	3.89	15.32	7.48	20.73	4.27	9.26	5.33	2.76	10.45	11.36	8.89	34.17	21	9.01	2.8	10.32	2.18	7.05	13.04	6.76	12.8	2.99	20.22	7.11	2.8	19.07	7.49	3.1	8.03	8.61	8.67	11.57	8.33	14.53	12.21
ENSG00000173950.11	ENST00000356740.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0
ENSG00000173950.11	ENST00000437101.1	0.1	0.29	0	0.25	0.06	0.16	0.14	0.04	0.2	0.28	0.08	0.55	0	0.07	0.04	0.14	0.32	0.06	0.32	0.9	0.3	0.11	0.05	0.19	0.04	0.06	0	0.38	1	0	0.37	0.12	0	0.05	0	0.4	0.2	0.1	0.4	0.38	0	0	0.38
ENSG00000174607.6	ENST00000310836.6	0.01	5.01	2.6	0.06	0.08	0.94	11.94	0	4.92	0.37	3.01	0.14	11.45	23.46	23.84	9.96	3.63	2.4	0.03	1.42	48.88	2.46	1.84	10.04	5.82	24.83	2.18	4.63	3.58	1.17	8.1	6.01	16.41	1.85	29.12	10.94	9.58	3.49	0.03	6.21	3.22	0.09	0.03
ENSG00000174607.6	ENST00000394511.3	0.01	0.04	0.04	0	0	0	0.05	0.03	0	0	0	0.05	0	0.07	0.04	0.1	0	0	0.03	0	0.14	0.03	0	0	0	0	0	0.03	0	0	0	0	0.03	0	0.1	0	0.08	0	0.01	0.04	0.04	0.02	0
ENSG00000174951.6	ENST00000310160.3	0.01	21.55	0.99	0.53	0.37	0.21	0.17	0.42	0.49	1.42	0.11	0.17	3.32	14.77	1.63	7.31	0.69	0.22	0.14	0.11	0.26	0.1	0.04	0.11	0.6	0.01	0.04	0.06	0.02	0.5	2.41	3.05	0.56	0.24	0.02	0.22	0.05	0.97	3.76	0.6	2.95	0	2.03
ENSG00000175040.4	ENST00000309575.3	0.06	15.79	2.22	8.89	0.12	0.74	0.04	1.19	1.97	0.37	0.09	0.6	0.78	0.01	0.02	0.02	0.03	5.14	1.14	3.07	8.12	14.57	4.89	21.48	1.35	9.98	13.9	4.58	17.51	8.56	10.44	5.1	0.72	105.37	2.01	0.05	3.35	3.6	0	7.71	0.06	2.31	0.01
ENSG00000175229.6	ENST00000312006.4	0	0	0.01	0	0	0.11	0	0	0.01	0.13	0.01	0.02	0.01	0.01	0.01	0	0	0	0.03	0.16	0.04	0	0	0.1	0	0.01	0	0.02	0	0.01	0.08	0.1	0.03	0.1	0.02	2.06	0	0.03	0	0.12	0.08	0	0
ENSG00000175229.6	ENST00000527878.1	0.01	0	0.03	0.04	0.03	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0.03	0.03	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0.01	0	0	0	0
ENSG00000175264.3	ENST00000308064.2	0.02	0.13	0.02	0.01	0	0.65	0.02	0.65	0.18	0.01	0	0.09	0.13	0.01	0	0.01	0.05	0.21	12.03	0.22	2.97	11.61	0	3.72	0.04	7.16	0.24	0.03	1.26	0.01	0.18	0.05	0	0.17	0.04	0.04	6.78	0.01	0.05	0.01	0	0.05	2.19
ENSG00000175548.4	ENST00000308742.4	0.77	1.34	2.16	8.56	1.23	1.56	0.86	2.14	3.97	8.12	1.93	2.66	1.76	1.85	1.58	0	2.05	1.38	2.33	2.58	1.78	1.61	1.98	2.7	2.77	1.03	2.1	2.62	1.33	1.33	5.27	2.36	0.7	3.82	3.14	3.03	2.58	1.62	1.34	1.05	1.02	0.87	4.61
ENSG00000175782.8	ENST00000398004.2	1.51	2.87	2.48	2.9	6.82	5.45	4.43	3.69	4.1	6.54	4.26	9.91	2.42	4.93	2.99	1.89	5.84	8.26	3.22	3.36	5.12	4.04	3.76	6.62	3.81	5.17	4.4	7.99	5.83	5.26	5.64	2.29	2.93	5.71	3.92	10.06	5.27	4.34	7.21	3.55	2.39	3.51	8.99
ENSG00000176022.3	ENST00000379198.2	14.42	5.78	7.57	6.96	11.21	19.6	15.36	6.68	9.3	13.49	6.8	27.59	7.13	6.39	17.37	6.51	15.79	42.47	15.46	23.5	21.85	20.77	3.79	9.82	5.36	14.9	20.92	12.02	17.14	10.98	39.33	11.54	11.09	16.4	16.01	7.33	7.99	28.9	9.28	12.53	26.87	23.95	8.6
ENSG00000176087.10	ENST00000323146.3	21.58	43.29	42.74	32.89	44.07	31.89	36.44	34.44	26.94	23.46	47.26	33.28	25.06	44.1	35.73	11.53	29.33	53.6	46.46	42.21	57.16	42.81	32.06	26.29	27.91	34.77	36.36	36.91	25.54	41.09	31.71	47.57	49.62	59.95	35.99	23.62	30.92	22.91	42.02	47.82	46.12	78.28	71.17
ENSG00000176087.10	ENST00000514199.1	0.69	0.61	1.65	0.96	0.9	1.24	0.24	0.78	0.82	0.67	0.75	1.06	0.69	1.15	0.58	1.6	0.88	0.23	0.85	1.67	0.74	1.01	0.51	0.25	1.07	0.54	0.67	0.82	0.87	0.78	1.14	0.76	0.88	1.04	0.71	0.33	0.57	0.57	1.13	0.67	1.2	1.15	1.59
ENSG00000176383.8	ENST00000324189.4	0	0.27	0.22	0	0.98	0	1.08	0.09	0.17	0.1	0.14	0.47	1.13	0.71	0	0.11	0	0.06	0.05	0.79	0.15	0	0	0.06	0	0	0.03	0.02	0	0.32	0	0.54	0.24	0.94	2.61	0.73	0.83	0.34	0.39	0.31	0.29	0	2.16
ENSG00000176383.8	ENST00000535274.1	0	0.37	0.05	0.43	0.24	0.11	0.18	0.19	0.63	0.38	0.15	1.34	0.5	0.43	0.21	0.47	0.12	0.05	0.2	0.21	0.05	0.03	0.04	0.08	0.18	0.04	0.06	0.12	0.17	0.27	0.14	0.16	0.31	0.34	1.65	0.3	0.16	0.22	0.22	0.23	0.18	0.09	0.63
ENSG00000176383.8	ENST00000546192.1	0.64	0.57	0.3	0.09	0.69	0.49	0.36	0.34	0.73	0.31	0.22	0.92	0.94	0.88	0.28	0.86	0.35	0.05	0.22	0.3	0.15	0.08	0.27	0.24	0.2	0.15	0.23	0.27	0.31	1.36	0.54	0.58	0.39	0.66	2.52	0.96	0.8	0.6	0.46	0.24	1.14	0.06	1.15
ENSG00000176597.7	ENST00000326505.3	5.77	10.15	0.04	0.15	5.92	2.77	10.43	3.82	2.12	27.67	2.23	21.47	17.17	14.84	6.43	11.32	11	1.61	7	2.4	7.08	6.97	0.47	2.59	5.13	5.72	5.26	0.68	13.65	2.22	6.69	2.3	0.38	8.44	18.96	3.34	11.36	9.79	0.19	14.18	3.85	12.12	0.02
ENSG00000176597.7	ENST00000460419.1	0.02	0.57	0.01	0	0.36	0.28	1	0.61	0.23	1.04	0.47	1.55	1.27	0.5	0.29	0.15	1.05	0.25	0.74	0.18	1.08	1.01	0.05	0.54	0.69	0.9	0.36	0.03	0.36	0.51	0.59	0.14	0.04	1.17	1	0.34	0.66	0.42	0	1.12	0.29	1.22	0.01
ENSG00000176597.7	ENST00000465010.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176920.10	ENST00000391876.4	0.01	0.1	0.39	0	0.26	0	0	0.06	0	0.14	0	0	0	0.31	0.45	0.08	0	0.13	0.29	0	0.22	0.02	0.12	0	0.17	0.04	0.19	0.25	0.02	0.36	0.17	0.09	0.04	0.22	0	0	0	0	0.39	0.03	0.41	0	1
ENSG00000176920.10	ENST00000425340.2	0	0.23	0.69	0.19	0.39	0.25	0.15	0.02	0.23	0.08	0.33	0.28	2.02	13.65	5.17	4.52	0.21	0.09	0.62	0.26	0.28	0.47	0.29	0.14	0.75	0.13	0.28	0.14	0.04	0.37	0.19	0.67	0.15	0.42	0	0.1	0.18	0.12	0.38	0.36	1.49	0.2	4.05
ENSG00000176920.10	ENST00000522966.1	0	0	0.16	0.16	0	0	0.17	0.02	0	0	0	0.18	2.67	12.85	4.83	3.45	0	0	0	0.14	0	0	0	0	0	0	0.07	0	0.09	0	0	0.5	0	0	0	0.12	0.13	0	0	0	1.61	0.22	2.95
ENSG00000176928.4	ENST00000322348.4	0	0	1.64	0.01	0.4	0.41	0.02	2.24	0.08	0.1	0.02	1.08	0.11	0.02	0.01	0.09	0.01	0.55	0.01	0.62	0.37	0.01	0.01	0.01	0	0.02	0.02	0.2	0.06	1.24	0.08	3.02	0.1	0.34	0.13	0.08	0.27	0.02	0.12	0.05	0.26	0.02	0.01
ENSG00000177076.4	ENST00000340967.2	0	1.54	0.07	0.64	0.32	0.36	0.28	1.04	0.66	0.87	0.58	1.61	2.04	0.5	0.94	1.96	0.34	0.06	0.27	0.29	0.52	0.38	1.76	0.77	0.81	0.19	0.18	0.43	0.14	1.88	1.03	0.34	0.72	0.32	0.49	1.72	2.71	0.37	3.22	0.32	1.2	0.96	2.61
ENSG00000177191.2	ENST00000321702.2	6.9	1.31	0.11	0.09	0.05	0.01	2.61	0.03	0.02	0.06	0.01	0.09	0.05	0.11	0.39	0.17	0.21	0.01	0.08	0.07	0	0.01	0.04	1.29	0.11	0.06	0.05	0.09	0	0.74	0.53	0.07	0.35	0.27	0.05	0.59	0.05	0.09	0.17	2.16	0.05	0.78	0.1
ENSG00000177239.10	ENST00000371589.4	3.19	24.68	28.71	17.13	39.92	33.55	50.24	24.74	29.45	61.02	29.85	28.45	24.5	18.96	28.02	18.24	15.66	66.15	43.87	90.11	134.34	68.25	35.26	38.1	21.23	64.13	72.44	49	40.03	74.2	39.62	12.86	22.95	32.09	59.64	26.58	55.97	14.12	59.5	30.09	25.78	70.78	48.31
ENSG00000177511.5	ENST00000324000.3	0	0.01	0	0.04	0	0	0	0	0	0	0	0.01	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0
ENSG00000177628.11	ENST00000327247.5	0.44	4.86	31.17	9.51	31.16	8.95	17.52	0.61	11.61	15.61	15.27	22.56	6.85	11.65	0.61	1.98	5.82	16.97	16.25	22.27	31.24	12.17	2.53	21.65	5.84	26.99	6.4	39.44	17.65	5.33	16.89	14.83	1.21	11.13	2.82	11.74	5.54	10.34	17.39	36.99	18.53	13.31	44.25
ENSG00000177628.11	ENST00000368373.3	13.62	7.27	33.75	31.28	33.46	13.98	56.6	15.93	17.09	26.65	29.13	24.84	12.77	19.65	16.29	7.46	11.49	62.07	24.79	126.12	79.32	37.28	19.15	127.96	30.9	103.41	98.38	249.24	53.85	28.16	49.36	35.32	13.64	26.4	22.68	49.31	43.48	22.98	17.86	31.2	22.47	78.95	48.03
ENSG00000177628.11	ENST00000427500.3	0.59	0.32	1.89	2.07	9.16	2.63	5.6	2.35	4.44	4.06	5.12	3.7	2.23	2.03	2.38	0.58	0.74	6.54	4.89	13.57	8.2	6.21	2.42	14.86	2.52	17.18	10.75	39.94	5.31	4.76	6.27	3.46	1.85	3.25	4.28	6.29	5.32	1.86	2.22	3.17	1.65	8.29	4.05
ENSG00000177628.11	ENST00000428024.3	0	0.51	2.34	0.31	2.12	0.31	0.71	0	0.56	1.47	1.09	0.75	0.13	0.63	0	0.08	0.73	0.54	0.55	0.49	1.22	0.63	0.16	0.97	0	1.05	0.13	2.09	0.42	0	0.85	0.86	0.27	0.16	0.44	1.27	0.33	0.45	0.73	1.28	0.77	0.8	2.41
ENSG00000178234.8	ENST00000415421.1	0.17	0.5	0.03	0.03	1.26	0.34	0.93	0.47	0.68	0.2	0.38	1.55	0.35	0.7	0.32	0.24	0.31	0.44	0.43	0.46	0.81	0.85	0.31	0.75	0.7	1.16	0.31	0.39	1.2	1.9	0.81	0.71	0.35	0.71	0.52	0.68	0.4	0.39	0.51	0.6	0.73	0.3	0.54
ENSG00000178234.8	ENST00000422997.2	0.09	0	0	0	0.2	0.5	0.12	0	0.23	0.04	0.06	0	0.43	0.49	0	0.05	0	0	0.28	0	0.55	0.48	0.07	0.39	0	0.29	0.29	0.17	0	0.02	0	0.26	0	0	0.41	0.16	0	0	0.1	0.4	0	0.27	0.23
ENSG00000178234.8	ENST00000430044.2	8.48	33.59	0.19	4.91	24.08	23.33	73.71	18.99	15.89	6.33	29.71	36.52	17.06	18.88	12.33	7.31	16.05	20.91	34.54	19.68	35.81	39.21	16.87	68.95	21.29	49.11	18.76	35.65	29.58	18.65	16.03	24.18	13.93	20.09	17.05	25.73	20.3	11.48	14.56	24.96	9.68	22.41	16.88
ENSG00000178234.8	ENST00000434507.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178802.13	ENST00000323744.6	6.81	7.42	12.3	3.65	7.24	3.79	5.96	2.86	1.41	13.74	2.97	5.35	4.01	8.83	5.24	3.59	7.73	8.75	3.02	4.78	8.06	8.18	3.95	5.2	7.18	8.05	5.71	3.06	10.01	18.22	0.88	4.18	8.04	5.45	0.69	1.22	5.92	3.57	8.47	4.2	1.96	4.37	9.02
ENSG00000178802.13	ENST00000352410.4	0.1	0	1.84	0	1.59	2.59	1.44	0.93	0.3	2.18	3.09	1.86	1.75	2.6	1.63	1.25	0.77	0.28	1.32	1.8	0.69	6.32	2.77	0.91	3.1	2.56	1.37	1.26	0	6.65	1.91	0.95	1.11	3.23	0.27	1.74	1.69	0.82	6	0.53	1	0.05	6.96
ENSG00000179085.7	ENST00000341298.3	3.37	6	11.54	20.33	7.61	4.31	6.89	1.72	2.06	2.2	14.99	6.61	4.55	4.85	4.6	11.93	4.07	11.91	4.26	5.78	6.95	10.53	3.37	9.88	14.75	5.79	4.32	2.01	6.97	10.42	10.53	8.47	1.73	11.68	4.96	5.43	4.89	4.27	11.06	5.46	7.66	14.18	3.79
ENSG00000179085.7	ENST00000368399.1	4.2	3.46	5.95	4.59	6.3	5.59	4.33	1.63	7.66	3.84	3.4	8.65	2.07	2.64	6.2	4.37	2.79	3.25	3.4	7.44	4.93	1.92	1.79	2.15	4.3	4.17	4.77	5.45	2.28	2.2	10.76	3.36	1.53	1.74	2.36	2.29	6.51	4.77	4.13	2.04	1.72	2.65	5.16
ENSG00000179085.7	ENST00000368400.4	40.61	90.75	114.1	130.94	131.78	67.87	112.15	29.99	75.47	48.5	119.93	82.09	47.42	104.98	61.12	118.15	38.99	130.59	83.85	87.04	113.25	174.44	26.56	103.26	144.07	92.9	47.71	47.22	74.46	125	162.89	111.46	32.86	88.06	52.2	44.67	41.98	67.99	126.48	94.46	92.2	124.4	82.41
ENSG00000179163.11	ENST00000374479.3	13.14	17.56	12.5	12.89	27.7	17.61	51.93	7.82	5.56	32.53	5.99	18.97	13.96	18.05	16.37	8.99	7.17	13.94	23.86	20.88	25.51	25.88	0.14	25.13	6.38	26.21	59.3	17.52	9.06	17.62	7.27	29.78	6.61	10.11	18.9	10.41	51.76	12.02	20.07	37.41	19.4	4.34	9.08
ENSG00000179913.6	ENST00000318683.6	0.02	0.11	0.88	0.08	0.76	0.77	4.95	0.65	0.62	75.33	0.02	0.01	7.45	17.95	14.79	14.57	14.13	0.06	0	0.03	0.08	0.01	2.26	0.14	1.33	0.12	0.15	0.14	0.02	0.11	6.24	18.33	1.02	1.98	0.03	0.05	3.48	13.03	2.94	1.1	51.6	0.08	1.7
ENSG00000179913.6	ENST00000595387.1	0	0.02	0	0	0	0	0	0	0	0.14	0	0	0	0.05	0	0.04	0.08	0	0.04	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.12	0	0
ENSG00000180549.7	ENST00000314412.6	33.2	0.02	0.28	24.95	0.02	0	0.03	0.02	0.03	0.05	0.01	0.06	0	0	0.31	0.03	0.03	0	0	0	0.04	0.02	0.01	0	0.18	0	0	0	0.05	0	0.03	0	0.02	0	0.03	0.04	0	0.01	0.03	0.01	0.02	0	0.22
ENSG00000180767.5	ENST00000319340.2	0.22	0.08	0.24	0	1.79	0.45	0.01	0.37	3.34	0.01	0.05	0.87	0.05	0.05	0.19	0	7.18	0.13	0.02	0.1	0.18	0	0	0	0	0	0	0.31	0	0.04	0.98	0.18	2.9	0.28	0	4.23	0.4	0	0	0.03	0.04	0.04	0
ENSG00000181523.8	ENST00000326317.6	0.05	4.77	5.07	3.44	6.24	4.88	20.66	7.44	1.61	6.44	3.87	7.13	5.54	3.82	2.67	0	0.37	29.3	4.94	14.36	18.14	12.41	5.47	8.55	12.19	17.7	12.34	12.21	16.85	8.1	3.59	7.05	2.71	7.22	0.01	5.7	8.94	4.24	7.08	9.18	9.08	8.5	16.64
ENSG00000181830.7	ENST00000314134.3	1.23	4.1	4.12	3.09	5.71	4.25	5.81	4.46	2.02	1.75	3.26	11.07	5.42	5.35	11.43	1.93	6.19	13.19	7.24	7.11	6.99	6.38	7.76	4.35	4.82	6.34	6.02	3.3	4.75	5.01	5.93	2.11	3.7	4.88	8.56	4.2	6.71	4.63	4.07	5.23	6.53	3.94	6.2
ENSG00000181830.7	ENST00000442528.2	0.25	0.19	1.94	0.13	4.88	3.96	3.63	3.13	0.37	0.97	2.12	0.99	1.97	1.77	1.98	0.71	3.1	3.16	3.84	3.54	3.46	2.77	2.45	0.95	2.57	1.43	1.66	0.33	0.32	0.71	1.54	1.04	0.56	0.79	3.32	1.22	1.41	2.52	1.17	4.96	2.04	2.71	0.29
ENSG00000182022.13	ENST00000346248.5	0	0	8.29	0	2	0.29	1.45	0.1	0.85	1.88	2.09	0.18	3	0	0	0	5.55	0.37	0.09	0.1	0	0.57	0	1.99	0	0	0	0	0	0	1.31	0.18	0.55	0.95	0.4	1.29	0.17	0.3	1.87	3.35	1.35	0	0
ENSG00000182022.13	ENST00000435907.1	0.03	0.1	12.82	0.11	16.38	2.94	11.08	2.71	3.6	13.25	11.95	0	21.35	0.05	0	1.44	1.81	6.1	0.18	0.99	2.92	2.59	0.02	1	0.01	0.12	0.16	0.05	0.12	5.59	16.99	9.11	4.25	12.71	18.14	10.15	15.14	4.65	10.33	21.64	7.35	0.1	4.17
ENSG00000182197.6	ENST00000378204.2	0.06	0.76	0.75	7.44	10.36	41.52	29.78	43.82	7.08	5.26	3.83	3.09	4.24	6.12	10.7	3.95	1.32	29.13	12.34	39.61	19.67	4.06	20.23	8.84	6.34	5.97	6.28	8.63	5.62	19.04	7.94	8.37	52.95	24.03	43.93	32.66	40.54	18.39	2.84	32.71	7.47	29.07	3.75
ENSG00000182272.7	ENST00000329962.6	0.03	6.36	2.55	0.09	14.92	3.96	0.1	8.34	6.03	0.85	3.38	19.2	5.13	0.02	0.02	0.02	0.55	1.26	5.08	3.76	9.17	3.71	0.02	0.27	0.29	0.31	0.2	0.38	11.21	6.35	17.84	4.08	7.4	18.24	1.57	2.06	3.92	4.95	7.59	1.6	9.94	13.61	10.32
ENSG00000182601.6	ENST00000331351.5	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0.03	0	0	0	0.03	0	0	0.02	0.01	0.03	0	0.02	0	0	0	0	0.01	0.02	0	0.01	0	0	0	0	0	0	0
ENSG00000182747.4	ENST00000331858.4	0	0.08	0	0	0.03	0	0	0	0.06	0.02	0.03	0.08	0.02	0.2	0.25	0.06	1.33	0.01	0.01	0.01	0	0.01	0.02	0.01	0.01	0	0.02	0.03	0.07	0.02	0.01	0.02	0.08	0	0.02	0.01	0.01	0.01	0.04	0	0.01	0.02	0.01
ENSG00000182858.9	ENST00000330817.6	2.34	2.65	5.93	4.11	8.2	7.9	4.44	1.42	2.33	5.51	4.29	5.94	5.06	6.13	5.71	5.15	5.22	5.45	6.19	7.65	8.89	7.94	3.02	7.61	6.18	8	7.63	6.02	4.84	6.66	3.65	4.96	3	8.05	5.44	3.99	5.69	3.93	4.93	4.27	6	5.22	4.88
ENSG00000182870.8	ENST00000397325.2	0	0	0.49	0.05	0	0.37	0.26	11.29	0.1	0	0	0	0	0	0	0.1	0.05	0	1.45	0	0.03	0.01	0.19	0.01	0	0.04	0	0	0.04	0	0	0.01	0.02	0	2	0.84	0.04	0.02	0.03	0	0.02	0	0.02
ENSG00000182870.8	ENST00000541995.1	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0	0	0	0	0	0.07	0	0	0.02	0	0	0	0.03	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183196.4	ENST00000332272.4	0	0.01	0.01	0	0.88	0.35	0.02	0.02	0.67	1.94	0.28	6.46	4.42	0.03	0.03	0.05	0.81	0.25	0.21	0.06	4.32	0.19	0.01	9.81	3.68	4.41	5.21	8.26	4.2	1.15	0.63	2.16	0.32	2.72	0	0.04	0.05	0.11	0	0	0.52	0.04	0.02
ENSG00000183196.4	ENST00000390664.2	0.01	0	0	0.06	0.6	0.12	0	0.03	0.32	0.04	0.08	2.21	2.12	0.01	0	0	0.34	0.12	0.05	0.06	1.63	0.09	0	3.27	1.29	1.56	2.31	3.72	1.95	0.31	0.21	1.21	0.14	1.02	0.01	0.05	0.06	0	0	0.03	0.23	0.04	0
ENSG00000183778.13	ENST00000343118.4	0	0	0	0.03	0	0	0	0	0	0.1	0	0	0.04	0	0.17	0	0	0	0	0.03	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.15	0	0	0
ENSG00000183778.13	ENST00000380618.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71	0.21	0.08	0	0	0	0.04	0	0	0	0.08	0	0	0	0	0	0	0.01	0	0.73	0.08	0.58	0	0	0	0.07	0	0	0
ENSG00000183778.13	ENST00000380620.4	0.01	0.01	0.01	0.01	0.25	0.29	1.24	0	0	0.08	0	0.02	0.65	0	1.28	6.46	0.4	0.11	1.82	0.18	1.39	0.05	0.61	0.06	0.71	0.16	0.12	0	0.01	1.05	0.17	0.01	0.01	3.96	4.98	7.09	4.04	0.15	1	1.8	0.1	0.44	0.01
ENSG00000183780.8	ENST00000366617.3	0	0.93	0.01	0.01	0.47	0	0.01	0	0.18	0.04	1.32	0.06	0	0	0	0	0	0	0.09	0.01	0.08	0.01	0	0.01	0.05	0.47	0.02	0.01	0.01	0	0	0.09	0	0	0	0	0	0.29	0.02	0	0.04	0	0
ENSG00000183780.8	ENST00000366618.3	0	0.1	0	0	6.45	1.16	0	0.34	0.61	1.35	0.23	0.04	6.19	0	0	0	0	2.06	0	0	0	0	0	0	0	0	0	0	0	0.22	0.13	0	3.17	5.47	1.67	8.08	4.57	10.25	0	3.4	0	1.31	0
ENSG00000184005.9	ENST00000328299.3	0	0.08	0	0.01	0.11	0.03	0	0	0.01	0.02	0.16	0.01	0.42	0.06	0.02	0.01	0	0.45	0.4	0.03	1.16	0.29	0.53	6.95	2.34	0.4	2.78	6.22	2.91	0.29	0.44	0.47	0.6	0.07	0.01	0.45	0.37	0	0	0	0.04	0.74	0
ENSG00000185274.7	ENST00000333538.5	0	0	2.2	0	0	0	0	0	0	0	0.25	0.03	0	0	0	0	0	0	0	0	0.01	38.99	0	0	0	0	0.01	0.01	0	0	6.41	0.03	0	1.08	0	0.02	0	0	0	0	0.03	0	0
ENSG00000185352.7	ENST00000376705.2	0	0.01	0.41	0	0	0.09	0	0.02	0.03	1.2	0.01	0	0.03	0.06	0	0	0	0.01	0	0	0.89	0	0	0	0	0.05	0	0	0.01	0	0.04	0	0.13	0.06	0.02	0	0.06	0.01	1.98	0.13	0.15	0.17	0.98
ENSG00000185808.9	ENST00000360525.4	0.19	1.32	0.23	0.34	0.57	0.7	0.17	0.1	0.16	0.46	0.35	1.22	0.21	0.23	0.76	0.53	0.52	0.13	0.41	0.19	0.41	0.54	0.64	0.49	0.62	0.58	0.53	0.38	0.45	0.22	0.8	0.67	0.22	0.51	0.36	0.44	0.16	0.61	0.65	0.17	0.73	0.23	0.51
ENSG00000185808.9	ENST00000399098.1	2.17	15.67	5.75	4.57	10.33	7.36	2.84	2.33	2.17	5.5	6.8	7.94	6.03	6.33	5.99	11.1	10.46	2.11	5.8	1.53	5.5	4.49	5.79	5.4	8.58	6.35	8.05	6.72	7.57	1.82	6.08	7.25	6.37	6.29	7.48	2.65	1.2	7.84	6.2	1.99	8.89	2.6	6.22
ENSG00000185808.9	ENST00000399102.1	0	0.85	0	0	1.22	0.26	0	0	0.31	2.19	0.22	3.57	0	0.71	0	0.34	0.73	0.39	0	0	1.35	0.39	0.97	0.94	2.32	2.88	0.97	0.67	1.25	0	0	0	0.36	0	0.57	1.62	2.34	0.76	0.27	0	0.63	0	0.32
ENSG00000185808.9	ENST00000399103.1	12.34	26.19	6.17	7.44	16.11	11.24	7.06	5.06	4.44	12.77	5.3	17.15	9.33	6.87	9.11	9.14	5.51	5.8	10.39	10.38	12.44	5.22	8.55	21.76	16.87	12.48	16.78	9.2	11.75	4.47	23.32	14.84	4.76	11.18	11.73	7.8	8.87	11.47	12.05	6.18	11.01	8.29	9.26
ENSG00000185808.9	ENST00000464265.1	0.12	0.05	0.06	0.16	0.48	0.28	0.36	0.3	0.13	0.13	0.28	1.3	0.2	0.24	0.28	0.1	0.45	0.18	0.62	0.19	0.42	0.27	0.2	0.86	0.19	0.29	0.26	0.22	0.09	0.04	0.54	0.23	0.05	0.02	0.35	0.43	0.12	0.42	0.44	0.1	0.33	0.11	0.17
ENSG00000185896.9	ENST00000332556.4	80.49	28.57	61.91	90.18	124.18	95.36	209.86	128.4	57.23	166.42	77.72	54.9	101.3	96.33	145.96	26.54	121.51	392.91	154.11	434.45	414.91	125.85	100.29	154.9	41.21	266.26	138.81	215.09	82.57	151.48	71.31	221.66	107.76	187.73	152.56	195.68	227.81	123.23	76.11	105.71	217.87	316.28	138.36
ENSG00000186792.11	ENST00000336307.1	1.27	2.52	1.6	1.35	3.09	1.28	4.63	0.41	4.46	2.71	2.97	3.31	2.69	2.23	1.63	2.35	2.24	2.88	1.44	0.53	3.22	1.87	0.43	1.63	8.91	0.57	1.1	1.57	1.48	1.5	2.13	1.63	1.01	1.81	3.37	1.77	0.89	3.18	0.79	1.28	1.71	1.77	2.02
